study_hours,sleep_hours,exercise,screen_time,consistency,procrastination,goal_clarity,target
4.53,6.18,1,5.5,6,3,6,High
9.06,8.37,1,3.07,9,4,8,High
4.77,4.93,1,4.72,6,8,7,Average
5.49,7.72,1,2.92,9,1,8,High
9.79,6.78,0,7.81,3,6,9,High
6.86,5.7,0,6.31,1,9,7,Negative
6.89,6.56,0,5.47,3,6,2,Average
0.42,6.04,0,10.18,1,7,3,Negative
5.56,7.67,1,4.85,7,3,7,High
5.91,6.3,1,2.51,8,1,10,High
7.42,8.33,1,2.68,9,1,8,High
5.64,8.18,1,8.15,4,7,7,Average
5.36,5.19,0,8.55,8,6,8,Average
4.7,7.54,0,8.23,2,4,5,Average
5.65,8.65,1,3.8,7,4,8,High
6.46,6.16,1,2.88,8,2,10,High
6.43,7.03,1,5.02,3,5,8,High
6.39,7.41,1,2.48,7,2,9,High
7.37,8.9,1,1.42,8,1,9,High
4.17,6.9,1,2.71,8,4,10,High
5.64,8.02,1,2.59,8,3,10,High
5.88,3.32,1,5.08,3,8,6,Average
3.14,7.6,1,6.56,5,5,8,Average
4.9,6.62,0,7.58,6,8,8,Average
6.63,7.38,1,2.76,7,3,9,High
6.66,7.26,1,3.81,8,2,8,High
4.48,6.04,1,1.1,4,7,7,Average
6.77,7.76,1,4.35,7,2,10,High
3.22,5.67,0,6.08,5,8,7,Average
2.03,6.58,0,3.71,6,6,5,Average
6.96,8.08,0,4.77,6,4,9,High
6.37,8.19,1,7.13,6,4,8,High
5.69,6.08,0,4.67,7,6,6,High
0.68,5.54,1,5.12,5,8,4,Negative
1.93,6.04,0,6.97,5,6,3,Negative
7.49,4.78,0,5.26,4,3,5,High
0.73,8.64,1,12.0,4,7,4,Negative
5.11,7.15,1,4.78,8,1,7,High
3.76,7.94,0,6.85,8,1,6,High
3.23,4.4,1,3.76,6,5,8,High
5.31,5.72,0,7.71,4,9,5,Negative
5.45,5.25,1,4.89,5,5,8,High
4.78,7.28,0,4.86,6,5,6,High
3.6,4.97,0,4.21,4,6,6,Average
4.34,3.48,0,6.8,6,5,7,Average
6.89,7.84,1,7.91,6,1,9,High
6.83,7.39,1,5.67,6,1,6,High
6.85,5.98,0,5.56,6,5,5,High
5.73,7.88,0,4.61,7,5,6,High
8.81,8.44,0,3.15,8,3,8,High
3.2,7.87,1,7.4,6,5,9,High
8.82,3.97,0,4.6,4,8,6,Average
5.2,6.86,0,6.99,5,6,6,Average
2.98,4.49,0,4.19,4,5,5,Average
8.05,8.2,1,2.77,8,1,8,High
2.72,6.53,1,3.55,6,6,5,Average
5.0,6.26,1,8.13,6,8,5,Average
9.04,6.74,1,4.12,6,2,6,High
5.27,8.18,1,11.61,5,8,6,Average
4.4,4.81,0,6.73,5,8,6,Negative
3.42,6.11,0,6.16,8,4,7,High
5.48,7.39,0,1.6,8,1,8,High
8.4,7.94,1,5.14,9,3,9,High
5.46,5.29,0,7.28,6,5,3,Average
6.5,6.94,0,3.67,4,4,3,Average
5.44,7.03,0,4.22,7,2,10,High
4.61,5.92,0,5.15,3,7,7,Average
4.06,5.02,1,6.0,5,5,6,Average
3.39,8.11,1,4.68,7,3,7,High
8.62,6.94,1,3.2,5,3,9,High
5.35,7.76,1,4.3,5,5,8,High
9.28,4.73,0,7.89,7,4,3,High
3.94,5.86,0,9.02,4,6,7,Average
3.68,7.17,1,6.89,6,6,5,Average
6.03,6.0,1,7.66,9,8,4,Average
5.61,5.23,1,3.86,5,6,4,Average
1.63,6.19,1,7.01,2,6,8,Negative
7.41,3.37,1,4.46,6,6,8,High
5.93,6.56,1,3.94,8,1,9,High
6.28,6.61,1,5.03,8,1,8,High
1.7,5.69,0,6.83,5,9,2,Negative
3.85,6.58,0,3.17,8,4,7,High
4.88,7.2,1,2.33,10,2,8,High
4.19,4.42,1,5.18,7,7,5,Average
6.21,8.81,0,7.5,3,6,7,Average
8.56,6.05,0,6.26,4,6,5,Average
1.75,7.65,0,9.96,4,6,6,Negative
1.04,8.53,1,6.33,4,7,5,Negative
6.94,7.9,0,4.64,9,1,10,High
3.35,6.6,0,4.45,7,3,6,High
3.58,7.31,1,3.03,8,2,7,High
1.48,7.46,0,9.41,1,6,4,Negative
7.07,7.41,1,3.53,10,3,9,High
0.77,6.18,0,3.12,3,8,1,Negative
6.02,6.87,0,3.5,8,2,8,High
4.25,7.61,1,6.59,5,3,7,High
6.43,5.22,1,7.02,4,7,7,Average
7.56,5.65,1,6.09,6,6,7,High
8.14,7.89,1,5.16,8,1,9,High
4.47,7.6,1,9.13,5,5,8,Average
6.44,7.79,1,3.05,7,3,9,High
3.97,8.01,1,5.74,7,6,7,High
6.59,7.72,1,2.93,8,3,8,High
3.39,6.03,0,3.85,8,5,8,High
4.62,5.21,0,4.4,6,4,7,High
0.0,5.91,0,10.19,5,6,2,Negative
7.09,5.44,0,10.77,6,6,6,Average
7.71,7.19,0,2.63,8,1,9,High
7.32,6.71,0,8.12,6,8,10,High
3.75,6.41,1,6.08,7,6,4,Average
6.6,8.03,0,3.33,9,3,10,High
3.82,3.88,1,9.17,5,6,5,Negative
2.74,6.42,0,7.53,5,6,5,Negative
3.66,6.83,0,11.55,3,7,4,Negative
5.04,4.63,0,5.79,4,5,6,Average
7.77,8.0,1,2.25,5,3,8,High
8.26,7.38,1,4.58,8,1,7,High
3.86,9.73,0,7.52,7,5,6,Average
5.03,7.05,0,2.53,6,4,3,Average
3.81,6.55,1,4.31,5,6,8,High
9.29,5.19,1,2.42,5,4,6,High
7.9,7.93,1,2.63,9,3,9,High
2.93,7.17,1,4.96,6,5,5,Average
4.59,6.42,1,4.02,6,1,7,High
2.66,5.8,0,4.55,5,7,5,Negative
4.07,7.07,0,4.97,7,5,3,Average
7.64,7.17,1,3.23,8,1,9,High
7.44,5.88,1,6.89,6,3,6,High
4.7,6.37,0,4.35,6,4,8,High
3.69,5.96,1,6.37,8,8,9,High
7.84,7.6,1,1.46,9,2,9,High
4.03,6.75,1,2.77,9,3,6,High
5.51,9.14,0,5.75,7,5,6,High
6.51,5.16,1,7.05,4,5,7,Average
4.38,5.83,1,3.78,7,3,8,High
7.48,6.53,1,3.95,7,7,5,High
3.92,6.66,0,5.12,7,4,8,High
5.92,6.29,0,6.35,6,5,1,Average
7.86,6.72,0,5.3,5,4,6,High
6.46,8.34,1,8.11,7,8,6,Average
1.96,5.44,0,4.35,5,7,3,Negative
5.3,7.77,1,0.82,7,1,7,High
5.36,6.76,0,8.15,6,6,6,Average
3.38,7.03,1,8.62,4,6,5,Average
3.21,6.96,0,6.18,3,8,6,Negative
3.84,8.2,0,3.16,7,1,6,High
3.97,6.37,1,6.02,3,5,4,Average
4.26,5.32,1,4.69,4,6,3,Average
1.99,6.6,1,3.82,7,4,4,Average
2.17,6.47,0,4.57,3,5,8,Average
4.5,6.21,1,7.47,2,5,6,Average
4.71,6.52,0,4.71,6,2,8,High
6.73,6.9,0,5.58,6,4,9,High
6.75,7.64,1,2.06,9,2,7,High
7.05,7.85,0,10.28,6,4,7,High
2.73,5.13,0,6.6,5,4,8,Average
6.52,7.55,1,8.41,7,6,6,High
4.98,3.89,0,6.63,7,4,8,High
2.25,5.82,0,9.39,4,8,1,Negative
2.24,6.72,0,9.66,4,6,3,Negative
7.2,8.23,0,4.73,6,3,8,High
5.44,6.59,1,4.54,5,6,5,Average
7.48,6.59,1,4.22,8,2,5,High
7.19,8.1,1,4.75,3,5,4,Average
2.41,7.15,0,9.71,6,6,3,Negative
3.98,8.6,1,2.02,6,5,8,High
5.4,7.75,0,6.55,8,6,6,High
8.9,6.27,0,5.13,8,5,7,High
6.02,7.26,1,7.32,3,6,6,Average
4.57,6.31,0,6.78,4,1,5,Average
4.91,4.92,0,3.47,7,4,6,High
3.92,5.42,1,3.61,5,8,1,Negative
4.99,6.95,0,5.38,7,4,7,High
9.67,6.76,1,3.32,7,2,9,High
4.49,6.78,0,5.74,6,2,5,High
3.21,8.97,0,6.31,8,3,7,High
4.76,6.16,1,6.05,4,6,6,Average
2.59,6.83,0,3.83,9,6,7,High
5.39,7.26,1,3.6,7,1,8,High
4.71,4.97,1,8.7,4,6,6,Average
4.72,5.38,0,5.36,7,6,6,Average
6.29,8.05,1,5.02,8,3,7,High
5.02,7.24,0,7.14,3,6,4,Negative
1.76,4.42,0,5.6,5,6,2,Negative
8.76,8.18,1,3.48,8,2,7,High
5.4,7.81,1,5.98,7,4,9,High
2.92,4.12,0,7.96,4,9,5,Negative
5.9,8.5,1,4.11,9,3,9,High
4.51,6.59,0,3.08,4,3,5,Average
1.79,6.19,0,7.0,5,7,6,Negative
6.84,8.2,1,1.55,9,2,9,High
2.27,5.49,0,8.19,2,7,4,Negative
6.02,6.63,1,3.71,7,6,5,High
6.05,6.02,1,6.43,5,4,6,High
4.04,6.11,1,2.71,6,4,8,High
6.62,6.98,1,2.99,7,2,9,High
6.6,5.5,1,3.04,5,3,7,High
2.63,6.57,0,3.92,8,6,9,High
4.07,8.19,1,5.37,7,6,3,Average
6.9,3.59,0,4.78,5,9,7,Average
5.06,7.24,1,4.68,9,5,6,High
0.81,9.42,1,10.41,4,7,6,Negative
7.59,6.5,0,6.88,3,3,6,High
5.7,7.78,1,3.7,8,2,9,High
3.12,8.09,1,5.28,6,6,6,Average
3.89,6.3,1,3.89,5,5,10,High
7.93,9.77,1,6.29,8,3,6,High
2.59,7.03,0,3.49,6,3,5,Average
3.76,8.93,0,5.65,3,4,3,Negative
4.25,7.13,1,0.88,6,4,7,High
4.43,4.94,1,5.0,8,3,8,High
9.43,7.27,1,4.33,9,1,10,High
7.72,7.25,1,3.33,8,4,8,High
5.92,6.7,0,8.63,3,9,2,Negative
5.28,6.0,1,9.17,5,3,5,Average
5.16,5.99,1,3.66,7,5,7,High
7.54,5.55,0,4.77,6,2,8,High
7.39,6.28,0,3.91,7,5,6,High
2.09,6.29,1,6.22,4,7,3,Negative
2.44,6.3,0,7.95,4,8,4,Negative
5.36,7.18,1,6.5,4,2,7,High
3.59,7.16,1,4.38,6,3,7,High
4.49,5.17,1,3.1,8,3,8,High
2.31,7.4,0,9.83,3,7,5,Negative
2.24,8.75,0,6.79,5,2,4,Average
3.43,8.86,0,9.44,6,7,6,Negative
5.61,7.49,1,5.99,5,8,8,Average
7.61,5.91,0,2.38,5,6,6,High
5.53,7.59,0,3.11,7,4,7,High
7.78,5.15,0,5.24,9,3,8,High
4.57,6.85,1,4.64,7,5,6,High
2.94,7.34,1,3.85,8,4,10,High
6.38,9.39,1,2.38,8,1,9,High
6.24,7.33,1,2.62,6,3,8,High
0.7,6.84,0,9.77,4,7,7,Negative
4.38,7.33,1,2.15,3,7,5,Average
7.78,5.8,0,4.91,5,7,9,High
4.13,5.02,0,8.36,4,7,7,Negative
4.81,6.28,0,3.36,5,6,4,Average
6.3,5.44,1,7.99,6,2,6,High
2.62,3.0,0,5.63,6,8,4,Negative
3.21,6.42,0,6.78,4,6,6,Average
7.09,8.44,1,3.71,9,3,8,High
2.46,6.1,0,1.53,5,3,6,Average
8.08,7.22,1,3.76,10,1,10,High
2.97,7.32,0,5.4,9,5,7,High
4.93,8.27,1,4.4,2,4,6,Average
7.08,5.2,0,7.25,7,5,8,High
6.43,7.67,0,6.77,6,5,4,Average
6.74,7.35,0,4.09,7,1,7,High
5.27,6.43,0,4.42,6,4,4,Average
6.79,7.22,1,2.35,8,2,8,High
3.75,6.53,1,7.38,6,6,8,Average
4.17,8.61,1,7.7,7,4,7,High
5.42,6.33,1,4.55,7,7,5,Average
3.82,9.01,1,4.55,6,4,5,Average
3.96,6.15,1,6.56,6,3,7,High
4.85,7.43,0,4.6,8,5,7,High
5.29,6.33,1,6.75,4,4,1,Average
4.74,7.6,0,3.65,3,6,10,High
6.02,6.69,0,4.86,7,5,7,High
3.77,7.66,1,2.88,8,2,8,High
2.7,8.88,1,8.15,3,7,4,Negative
4.81,7.74,1,2.25,9,3,7,High
2.77,5.81,0,9.33,4,8,8,Negative
6.26,5.82,1,6.57,5,6,4,Average
0.56,8.01,0,6.75,8,2,9,High
3.47,8.22,1,2.56,8,4,9,High
7.4,6.23,0,5.82,6,5,7,High
5.98,7.8,0,4.94,4,5,5,Average
5.46,8.45,1,2.27,6,3,8,High
2.8,6.09,0,7.65,5,9,4,Negative
3.88,6.31,1,2.1,5,2,9,High
4.68,5.59,1,7.99,6,4,5,Average
4.89,8.71,0,6.76,8,4,7,High
6.01,5.59,1,3.58,8,5,10,High
5.91,5.78,1,3.58,4,7,7,Average
4.25,5.41,1,5.77,8,4,9,High
5.23,5.91,0,6.09,9,6,6,High
6.36,7.05,0,5.43,6,5,7,High
3.11,5.45,0,5.94,5,4,6,Average
7.61,6.8,1,7.7,7,4,5,High
4.28,8.25,0,3.34,9,3,5,High
3.97,4.39,0,11.44,4,5,2,Negative
3.09,4.61,0,7.29,5,5,4,Negative
3.54,6.89,1,3.56,8,8,10,High
7.27,8.29,1,5.83,6,7,8,High
6.94,4.24,0,8.89,5,4,5,Average
10.0,6.9,1,1.45,8,1,8,High
3.91,5.15,0,6.27,6,5,7,Average
6.08,7.44,0,5.96,6,3,8,High
5.62,6.29,0,5.93,5,5,5,Average
6.41,4.41,0,6.86,4,6,7,Average
6.47,7.72,0,6.87,7,4,7,High
7.07,9.13,1,3.67,4,3,9,High
5.41,7.99,0,7.69,7,2,7,High
4.65,8.06,1,4.3,7,4,8,High
7.46,7.5,1,2.42,8,1,9,High
9.83,8.59,1,5.96,6,4,6,High
6.07,8.43,1,7.38,4,5,7,Average
5.2,6.74,0,4.75,4,5,6,Average
4.66,6.14,0,6.74,6,1,8,High
2.29,5.39,0,5.61,3,6,4,Negative
5.08,8.12,0,6.67,6,5,8,High
4.96,7.99,0,4.48,6,6,4,Average
7.55,6.55,0,7.48,6,4,8,High
7.59,7.56,1,6.57,6,5,10,High
9.09,6.54,1,3.81,7,1,10,High
8.95,7.15,1,3.58,7,2,10,High
6.64,5.84,0,7.6,7,6,7,High
7.23,5.53,1,5.5,8,5,8,High
6.72,8.7,1,2.63,8,1,9,High
2.2,7.63,1,6.9,5,8,6,Average
5.07,6.79,1,3.89,8,3,8,High
1.39,7.54,1,7.36,4,5,5,Average
6.24,6.94,1,6.09,3,7,9,Average
2.5,7.09,0,6.59,6,6,4,Average
4.78,8.12,1,4.69,7,3,8,High
4.71,8.34,0,7.95,4,8,6,Negative
5.31,9.0,1,5.51,6,4,7,High
2.64,6.7,1,9.78,4,6,6,Negative
3.75,6.73,1,4.85,7,3,8,High
6.33,4.93,0,5.67,5,4,1,Average
2.43,5.37,1,4.44,4,7,7,Average
6.93,6.08,1,6.2,7,3,6,High
2.43,4.74,0,8.65,5,9,4,Negative
4.23,6.83,1,7.1,7,3,7,High
2.61,6.14,0,7.62,7,9,5,Negative
1.88,7.51,1,7.49,7,5,8,Average
4.59,5.66,1,6.56,6,4,4,Average
5.68,9.58,1,2.13,6,4,9,High
6.31,7.99,0,3.76,8,1,9,High
6.98,8.3,0,2.35,7,1,8,High
3.07,3.0,0,9.22,4,6,4,Negative
1.75,5.63,1,9.94,4,8,6,Negative
7.05,7.22,1,3.54,7,3,8,High
2.79,5.78,0,5.48,4,8,4,Negative
0.96,4.11,1,5.62,7,8,4,Negative
7.77,7.02,1,5.46,7,1,8,High
3.15,7.73,1,4.38,6,5,9,High
9.14,7.03,0,6.48,8,3,10,High
7.77,4.93,0,4.58,3,6,6,Average
4.44,6.96,0,2.15,7,1,4,High
2.24,5.55,0,4.97,4,9,5,Negative
5.86,7.64,1,4.2,10,4,8,High
3.1,6.86,0,6.15,7,6,7,Average
2.82,6.71,0,7.98,3,5,6,Negative
5.96,8.28,0,6.73,5,6,6,Average
9.83,4.36,0,6.11,7,6,7,High
4.75,6.98,1,8.71,3,5,9,Average
2.38,7.71,1,10.25,6,6,4,Negative
6.2,6.29,1,3.59,5,2,10,High
5.79,6.44,0,5.44,6,5,7,High
7.03,4.9,0,3.44,4,6,2,Average
1.64,6.88,0,10.0,5,8,2,Negative
3.93,6.95,0,3.25,8,3,4,High
2.09,6.88,0,4.62,1,7,6,Negative
4.01,7.9,0,2.78,9,2,8,High
8.05,7.28,1,6.97,6,6,8,High
4.36,6.21,1,4.79,7,3,8,High
6.74,6.67,0,5.46,6,6,6,High
6.34,6.91,1,5.22,8,5,4,High
3.45,5.26,1,6.68,6,4,8,High
5.75,8.02,0,6.49,7,2,7,High
8.52,7.66,1,5.86,10,8,7,High
6.1,6.77,0,4.67,5,4,9,High
0.66,7.89,0,8.08,5,7,6,Negative
5.8,7.42,1,3.41,8,2,10,High
7.53,7.37,1,0.5,10,3,6,High
4.72,7.87,0,7.28,4,6,7,Average
7.45,5.11,0,5.15,7,6,7,High
6.11,5.6,0,4.34,2,4,5,Average
5.06,5.49,0,6.91,6,8,6,Average
1.29,6.2,0,6.38,5,5,6,Average
5.07,6.15,1,5.53,4,6,4,Average
9.21,7.55,1,5.63,6,3,7,High
6.0,7.34,0,8.2,4,1,7,High
2.48,8.58,1,5.39,6,5,6,Average
1.77,7.47,0,8.38,6,7,5,Negative
6.24,6.15,0,2.74,6,6,7,High
5.53,4.99,0,6.26,6,5,6,Average
4.15,7.86,0,3.76,4,4,7,Average
7.58,4.09,0,4.85,5,7,7,Average
4.98,7.56,1,6.12,9,4,5,High
5.36,7.09,1,3.63,7,2,8,High
4.33,4.84,0,9.54,7,7,6,Average
3.53,8.79,1,3.05,5,7,9,High
3.89,6.86,1,4.03,6,2,7,High
5.81,6.91,0,4.99,3,8,7,Average
5.26,8.36,1,1.19,7,4,7,High
4.55,7.72,1,6.53,4,4,8,High
7.44,5.45,0,7.91,4,7,4,Average
4.74,6.1,1,7.74,9,5,7,High
4.21,6.32,0,5.91,8,3,6,High
2.17,6.63,0,5.2,7,6,6,Average
2.42,7.01,0,7.57,8,5,5,Average
4.86,7.75,1,1.77,9,4,7,High
4.86,6.83,1,4.07,5,4,7,High
6.15,9.57,0,6.62,7,6,7,High
1.97,3.63,0,6.53,4,6,6,Negative
7.98,4.38,0,3.17,6,8,5,Average
7.53,5.76,0,3.23,6,5,7,High
5.1,8.41,0,5.92,3,6,2,Negative
6.28,7.03,1,5.45,5,8,6,Average
7.37,7.11,1,3.19,8,3,9,High
5.85,5.81,1,4.04,6,8,5,Average
6.82,3.39,0,8.75,7,5,8,High
7.47,7.6,1,2.97,7,2,10,High
4.59,6.62,1,4.84,5,2,6,High
6.32,6.52,1,6.75,6,4,6,High
3.27,5.74,1,6.34,1,9,2,Negative
8.13,5.93,0,2.4,6,3,7,High
5.08,6.72,0,2.6,7,5,6,High
1.88,3.92,0,7.69,3,7,1,Negative
6.17,7.3,1,3.53,5,6,8,High
8.34,6.45,0,4.73,5,4,5,High
3.18,6.73,0,5.75,9,5,7,High
6.54,4.95,0,7.03,6,6,6,Average
6.78,5.9,1,2.3,8,4,9,High
3.84,7.39,0,8.83,9,5,7,High
7.01,6.87,0,3.17,6,4,10,High
6.95,6.71,1,7.76,7,1,6,High
4.74,6.53,1,5.96,5,5,5,Average
2.97,5.74,1,9.67,6,5,7,Average
4.06,8.17,0,4.88,8,4,8,High
6.89,7.08,1,2.29,8,4,10,High
3.97,7.02,0,1.77,9,6,6,High
9.28,5.43,0,7.85,4,7,5,Average
6.26,6.07,1,2.51,4,6,9,High
8.87,6.28,0,6.56,9,5,6,High
4.14,3.9,1,8.01,7,6,4,Average
5.29,8.36,1,3.3,8,3,7,High
6.48,6.91,1,5.48,6,6,3,Average
6.61,5.01,0,4.94,7,8,2,Average
2.75,8.39,0,8.77,4,8,1,Negative
5.34,9.03,1,4.84,7,5,7,High
3.98,6.94,1,6.17,5,1,7,High
5.02,8.05,0,4.19,6,1,8,High
2.31,7.59,1,7.28,1,4,3,Negative
2.54,7.01,1,5.92,7,3,6,High
4.59,7.71,1,7.59,7,2,6,High
7.88,8.5,1,1.64,9,3,10,High
5.53,6.97,0,4.26,4,6,8,Average
4.13,8.46,0,6.11,5,5,7,Average
7.53,8.18,0,5.42,5,5,7,High
6.94,7.85,1,3.3,8,1,9,High
5.4,9.71,0,5.91,6,3,9,High
2.94,5.98,1,4.04,2,10,3,Negative
5.49,6.77,1,6.19,10,4,8,High
6.61,8.02,1,0.92,8,1,10,High
2.29,5.38,1,6.28,3,6,5,Negative
2.94,5.26,0,5.82,5,5,5,Average
6.34,7.98,1,5.05,5,5,6,High
7.52,8.37,1,6.8,6,5,6,High
4.17,5.37,0,9.43,5,4,3,Negative
4.1,9.63,0,8.5,4,5,6,Average
5.43,5.31,0,4.41,7,4,8,High
3.82,5.6,1,8.73,5,7,7,Average
8.83,7.04,1,1.51,9,1,10,High
6.99,7.12,0,6.74,4,7,8,Average
8.33,7.03,1,5.08,8,4,9,High
5.03,7.28,0,6.16,6,2,6,High
5.77,5.76,1,9.03,4,4,5,Average
6.99,7.4,0,2.53,6,1,9,High
5.37,7.01,0,4.52,5,5,6,Average
4.63,8.19,1,9.02,3,7,6,Average
2.92,4.11,0,8.07,3,8,4,Negative
6.23,8.45,1,3.43,7,3,9,High
1.07,3.57,0,7.13,7,8,2,Negative
8.95,8.12,1,2.11,9,4,10,High
2.9,5.5,0,7.16,1,6,7,Negative
3.59,5.63,0,8.13,2,2,5,Average
2.12,6.62,0,5.17,4,5,5,Average
1.43,6.11,0,9.21,4,6,5,Negative
3.93,6.31,0,6.4,4,4,7,Average
7.11,5.13,0,5.38,3,6,5,Average
5.01,6.9,1,8.89,6,6,5,Average
3.11,7.8,1,4.46,5,3,7,High
6.67,5.79,0,5.82,7,4,4,High
6.27,5.26,1,4.18,8,6,6,High
1.95,4.76,0,8.59,6,7,7,Negative
3.43,7.36,0,5.94,3,4,7,Average
6.98,4.91,0,3.57,4,4,6,High
4.23,8.93,1,4.58,6,2,7,High
6.32,8.0,0,6.4,5,7,7,Average
6.03,6.55,0,7.3,7,6,6,Average
7.57,3.71,0,9.49,5,7,6,Average
4.91,8.5,0,10.41,6,4,5,Average
4.52,6.58,0,6.78,6,5,4,Average
3.54,8.68,1,5.11,5,6,7,Average
5.32,6.06,0,7.3,8,4,8,High
2.18,6.92,0,6.34,3,8,3,Negative
1.47,7.55,0,7.06,7,8,8,Average
4.12,7.28,0,7.95,5,6,4,Average
6.28,6.28,0,7.3,7,6,8,High
3.77,5.92,0,3.62,7,4,8,High
6.65,6.21,0,3.46,5,4,9,High
5.75,5.02,1,6.81,7,4,6,High
8.57,6.38,1,3.92,8,2,8,High
1.76,6.03,0,11.33,5,5,3,Negative
1.74,8.07,1,6.36,5,5,6,Average
3.51,5.45,0,11.22,4,6,4,Negative
7.59,7.42,1,3.07,10,2,8,High
3.02,6.31,0,3.39,6,3,8,High
5.95,4.94,0,6.45,8,3,5,High
2.96,6.96,0,7.82,4,7,8,Average
7.06,7.9,0,4.03,8,2,8,High
10.0,7.75,1,3.19,6,3,9,High
3.21,6.48,0,6.15,5,6,4,Average
6.3,7.97,1,2.97,10,3,8,High
7.71,6.77,0,3.36,5,6,4,Average
4.5,5.39,0,7.07,4,8,5,Negative
3.54,8.65,0,5.85,7,4,6,Average
5.63,8.15,0,8.26,5,6,6,Average
4.04,8.06,1,5.39,5,7,5,Average
5.08,8.33,1,7.76,6,5,7,High
9.29,7.09,0,5.41,5,7,4,Average
5.09,7.32,0,3.25,7,4,8,High
4.39,5.9,1,3.84,5,4,7,High
7.83,5.93,0,4.78,1,7,5,Average
3.45,9.19,0,5.24,5,6,6,Average
3.78,6.61,0,6.07,8,5,7,High
2.17,6.97,0,7.82,3,8,3,Negative
8.43,5.07,0,4.36,7,5,8,High
5.12,8.87,0,4.48,5,6,8,Average
4.99,8.83,1,3.66,8,1,8,High
6.81,8.05,1,4.36,9,2,7,High
7.93,6.81,0,6.87,1,6,8,Average
6.78,7.73,0,3.31,6,5,9,High
4.39,5.44,0,5.11,6,6,7,Average
7.51,7.74,1,0.5,8,1,8,High
6.63,6.77,1,2.36,7,1,9,High
6.93,4.74,0,6.11,9,5,9,High
9.15,7.22,1,2.87,6,2,8,High
8.22,7.99,1,3.08,9,1,10,High
2.17,6.19,0,9.48,3,6,5,Negative
4.72,6.3,1,5.28,8,5,6,High
4.23,4.95,0,7.67,5,6,8,Average
6.29,6.53,0,6.67,4,6,3,Average
5.35,7.84,1,9.29,7,3,5,High
3.72,7.12,1,5.86,8,4,7,High
3.58,5.18,1,9.0,3,8,6,Negative
8.54,6.54,0,10.81,4,4,4,Average
4.06,8.78,0,4.19,7,4,3,Average
5.38,7.2,1,4.97,6,3,6,High
1.6,4.38,0,9.13,4,5,3,Negative
6.78,7.08,1,2.81,9,2,9,High
6.06,6.25,0,6.52,5,5,4,Average
3.96,8.82,1,9.45,9,2,9,High
1.26,5.46,1,4.31,6,4,6,Average
9.21,6.96,1,3.29,7,4,8,High
3.3,7.01,0,9.43,6,3,7,Average
5.4,3.98,0,6.67,4,7,3,Negative
2.58,5.99,0,7.07,3,4,6,Average
6.51,5.95,1,3.16,8,5,4,High
1.91,6.65,0,5.3,3,5,5,Negative
4.05,6.28,0,5.38,1,1,7,Average
6.91,7.88,1,3.88,9,4,7,High
6.11,6.43,1,3.0,7,3,8,High
5.63,6.73,0,6.07,3,4,3,Average
6.82,4.74,0,6.47,7,2,3,High
3.15,8.84,0,7.99,5,8,5,Negative
3.63,6.85,1,7.23,7,7,10,High
7.83,6.09,1,3.69,10,1,10,High
5.09,5.61,0,5.82,7,4,8,High
5.65,6.47,0,7.85,5,4,7,Average
5.58,6.21,0,7.5,3,6,6,Average
5.1,8.76,1,3.1,7,6,8,High
3.52,3.0,1,9.72,7,6,2,Negative
5.53,7.72,1,6.42,5,2,4,High
3.23,6.06,0,6.37,7,5,7,Average
7.26,5.05,0,5.61,6,5,6,High
6.7,7.55,0,10.99,5,6,6,Average
5.5,6.27,0,6.22,5,6,6,Average
3.46,6.88,1,3.62,8,1,10,High
5.93,7.62,0,2.0,5,3,7,High
3.33,6.42,0,4.57,4,3,8,High
7.29,7.29,1,2.44,8,3,8,High
3.43,6.54,1,5.18,7,4,9,High
5.78,8.61,1,2.25,8,1,9,High
9.11,6.14,0,3.71,5,6,4,High
6.45,7.16,1,5.35,9,7,5,High
1.77,4.9,0,7.16,2,8,4,Negative
4.12,8.18,0,6.28,6,3,10,High
5.22,8.04,1,3.7,5,4,6,High
3.09,6.59,0,10.27,4,8,3,Negative
6.35,6.63,0,4.13,10,3,1,High
5.55,9.03,1,3.59,8,1,10,High
1.3,5.85,0,9.64,4,9,4,Negative
4.55,7.74,1,6.36,6,5,9,High
6.39,7.59,1,5.45,7,2,8,High
3.97,4.77,1,5.35,3,5,6,Average
5.82,4.75,1,2.17,4,6,1,Average
2.85,6.05,0,2.76,4,4,3,Average
5.37,6.89,1,3.98,7,2,8,High
6.6,8.73,1,6.15,9,4,9,High
5.76,8.0,0,5.24,4,3,9,High
3.73,4.96,0,8.03,8,6,5,Average
0.31,5.17,0,5.41,2,7,3,Negative
4.6,5.93,1,6.9,3,6,8,Average
8.84,7.48,1,2.43,10,2,10,High
1.84,7.11,1,8.79,4,7,5,Negative
8.36,7.99,1,3.94,9,3,10,High
4.83,5.79,0,4.21,7,6,9,High
2.42,10.0,1,7.37,2,6,6,Negative
7.4,6.64,1,9.29,4,6,3,Average
7.32,5.7,0,6.01,8,3,9,High
3.55,6.96,1,5.33,6,4,6,High
2.92,6.79,0,6.34,6,6,5,Average
8.24,3.95,1,9.56,3,8,5,Negative
9.2,7.29,0,4.65,10,4,9,High
2.89,8.48,1,7.35,5,3,10,High
6.13,7.69,1,1.57,9,3,8,High
6.81,7.56,1,3.57,9,3,8,High
6.34,6.82,1,5.26,7,4,7,High
4.63,7.34,0,5.28,6,6,5,Average
7.32,9.06,1,2.48,8,3,8,High
